2021-11-06 22:45:20,269 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-11-06 22:45:20,314 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-11-06 22:45:20,316 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-11-06 22:45:20,316 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-11-06 22:45:20,319 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-11-06 22:45:20,320 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-11-06 22:45:20,321 INFO  SwAddin.cs: 201 - Setting up command manager
2021-11-06 22:45:20,323 INFO  SwAddin.cs: 204 - Adding command manager
2021-11-06 22:45:20,327 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-11-06 22:45:20,329 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-11-06 22:45:20,329 INFO  SwAddin.cs: 210 - Adding event handlers
2021-11-06 22:45:20,332 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-11-06 22:47:44,700 INFO  SwAddin.cs: 294 - Assembly export called for file Robot PUMA 560.SLDASM
2021-11-06 22:47:44,702 INFO  SwAddin.cs: 299 - Save is required
2021-11-06 22:47:44,702 INFO  SwAddin.cs: 313 - Saving assembly
2021-11-06 22:47:46,159 INFO  SwAddin.cs: 316 - Opening property manager
2021-11-06 22:47:46,175 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Robot PUMA 560.SLDASM
2021-11-06 22:47:46,184 INFO  ExportHelperExtension.cs: 1136 - Found 65 in Robot PUMA 560.SLDASM
2021-11-06 22:47:46,185 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Robot PUMA 560.SLDASM
2021-11-06 22:47:46,185 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-06 22:47:46,187 INFO  ExportHelperExtension.cs: 1160 - 12 components to check
2021-11-06 22:47:46,188 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 2-1
2021-11-06 22:47:46,188 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 2-1
2021-11-06 22:47:46,189 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 2-1
2021-11-06 22:47:46,189 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 1-1
2021-11-06 22:47:46,190 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Pieza 1-1
2021-11-06 22:47:46,191 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 1-1
2021-11-06 22:47:46,192 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 3-1
2021-11-06 22:47:46,192 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Pieza 3-1
2021-11-06 22:47:46,193 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 3-1
2021-11-06 22:47:46,194 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-4
2021-11-06 22:47:46,195 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-4
2021-11-06 22:47:46,195 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-4
2021-11-06 22:47:46,196 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-5
2021-11-06 22:47:46,197 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-5
2021-11-06 22:47:46,198 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-5
2021-11-06 22:47:46,198 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 5-1
2021-11-06 22:47:46,199 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Pieza 5-1
2021-11-06 22:47:46,200 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 5-1
2021-11-06 22:47:46,200 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 6-1
2021-11-06 22:47:46,201 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 6-1
2021-11-06 22:47:46,202 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 6-1
2021-11-06 22:47:46,202 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-9
2021-11-06 22:47:46,203 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-9
2021-11-06 22:47:46,204 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-9
2021-11-06 22:47:46,204 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-7
2021-11-06 22:47:46,205 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-7
2021-11-06 22:47:46,206 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-7
2021-11-06 22:47:46,206 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-6
2021-11-06 22:47:46,207 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-6
2021-11-06 22:47:46,207 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-6
2021-11-06 22:47:46,208 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 4-1
2021-11-06 22:47:46,208 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Pieza 4-1
2021-11-06 22:47:46,209 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 4-1
2021-11-06 22:47:46,209 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Pieza 7-8
2021-11-06 22:47:46,210 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-8
2021-11-06 22:47:46,210 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Pieza 7-8
2021-11-06 22:47:46,211 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Robot PUMA 560.SLDASM
2021-11-06 22:47:46,211 INFO  ExportHelperExtension.cs: 1136 - Found 65 in Robot PUMA 560.SLDASM
2021-11-06 22:47:46,212 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Robot PUMA 560.SLDASM
2021-11-06 22:47:46,212 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-11-06 22:47:46,213 INFO  ExportHelperExtension.cs: 1160 - 12 components to check
2021-11-06 22:47:46,213 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 2-1
2021-11-06 22:47:46,213 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 2-1
2021-11-06 22:47:46,214 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 2-1
2021-11-06 22:47:46,214 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 1-1
2021-11-06 22:47:46,215 INFO  ExportHelperExtension.cs: 1136 - Found 54 in Pieza 1-1
2021-11-06 22:47:46,216 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 1-1
2021-11-06 22:47:46,216 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 3-1
2021-11-06 22:47:46,216 INFO  ExportHelperExtension.cs: 1136 - Found 45 in Pieza 3-1
2021-11-06 22:47:46,217 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 3-1
2021-11-06 22:47:46,217 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-4
2021-11-06 22:47:46,218 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-4
2021-11-06 22:47:46,218 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-4
2021-11-06 22:47:46,219 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-5
2021-11-06 22:47:46,219 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-5
2021-11-06 22:47:46,220 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-5
2021-11-06 22:47:46,220 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 5-1
2021-11-06 22:47:46,221 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Pieza 5-1
2021-11-06 22:47:46,221 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 5-1
2021-11-06 22:47:46,222 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 6-1
2021-11-06 22:47:46,222 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 6-1
2021-11-06 22:47:46,223 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 6-1
2021-11-06 22:47:46,223 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-9
2021-11-06 22:47:46,224 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-9
2021-11-06 22:47:46,224 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-9
2021-11-06 22:47:46,225 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-7
2021-11-06 22:47:46,225 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-7
2021-11-06 22:47:46,226 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-7
2021-11-06 22:47:46,226 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-6
2021-11-06 22:47:46,226 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-6
2021-11-06 22:47:46,227 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-6
2021-11-06 22:47:46,227 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 4-1
2021-11-06 22:47:46,227 INFO  ExportHelperExtension.cs: 1136 - Found 34 in Pieza 4-1
2021-11-06 22:47:46,228 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 4-1
2021-11-06 22:47:46,228 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Pieza 7-8
2021-11-06 22:47:46,228 INFO  ExportHelperExtension.cs: 1136 - Found 35 in Pieza 7-8
2021-11-06 22:47:46,229 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Pieza 7-8
2021-11-06 22:47:46,415 INFO  SwAddin.cs: 339 - Loading config tree
2021-11-06 22:47:46,418 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-11-06 22:47:46,424 INFO  SwAddin.cs: 344 - Showing property manager
2021-11-06 22:48:08,141 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:48:31,621 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:48:33,518 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:48:48,072 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:48:52,807 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:49:03,737 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:49:07,842 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:49:20,906 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:49:24,391 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-11-06 22:50:07,850 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-11-06 22:50:10,118 INFO  ExportHelperExtension.cs: 347 - Creating joint link_1
2021-11-06 22:50:10,124 INFO  ExportHelperExtension.cs: 1397 - Fixing components for base_link
2021-11-06 22:50:10,125 INFO  ExportHelperExtension.cs: 1402 - Fixing 18
2021-11-06 22:50:10,125 INFO  ExportHelperExtension.cs: 1409 - Component 18 is already fixed
2021-11-06 22:50:10,125 INFO  ExportHelperExtension.cs: 1402 - Fixing 840
2021-11-06 22:50:10,126 INFO  ExportHelperExtension.cs: 1402 - Fixing 851
2021-11-06 22:50:10,126 INFO  ExportHelperExtension.cs: 1402 - Fixing 883
2021-11-06 22:50:10,126 INFO  ExportHelperExtension.cs: 1402 - Fixing 859
2021-11-06 22:50:10,127 INFO  ExportHelperExtension.cs: 1402 - Fixing 810
2021-11-06 22:50:10,127 INFO  ExportHelperExtension.cs: 1402 - Fixing 807
2021-11-06 22:50:10,574 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2021-11-06 22:50:10,578 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2021-11-06 22:50:10,578 INFO  ExportHelperExtension.cs: 849 - L1: 0
2021-11-06 22:50:10,579 INFO  ExportHelperExtension.cs: 857 - L2: 0
2021-11-06 22:50:10,676 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 840
2021-11-06 22:50:10,677 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 851
2021-11-06 22:50:10,677 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 883
2021-11-06 22:50:10,677 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 859
2021-11-06 22:50:10,678 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 810
2021-11-06 22:50:10,678 INFO  ExportHelperExtension.cs: 1352 - Unfixing component 807
2021-11-06 22:50:12,622 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child link_1 failed
2021-11-06 22:50:12,627 INFO  ExportHelperExtension.cs: 347 - Creating joint link_2
2021-11-06 22:50:12,627 INFO  ExportHelperExtension.cs: 1397 - Fixing components for link_1
2021-11-06 22:50:12,628 INFO  ExportHelperExtension.cs: 1402 - Fixing 19
2021-11-06 22:50:12,628 INFO  ExportHelperExtension.cs: 1402 - Fixing 18
2021-11-06 22:50:12,628 INFO  ExportHelperExtension.cs: 1409 - Component 18 is already fixed
2021-11-06 22:50:12,629 INFO  ExportHelperExtension.cs: 1402 - Fixing 840
2021-11-06 22:50:12,629 INFO  ExportHelperExtension.cs: 1402 - Fixing 851
2021-11-06 22:50:12,629 INFO  ExportHelperExtension.cs: 1402 - Fixing 883
2021-11-06 22:50:12,630 INFO  ExportHelperExtension.cs: 1402 - Fixing 859
2021-11-06 22:50:12,630 INFO  ExportHelperExtension.cs: 1402 - Fixing 810
2021-11-06 22:50:12,630 INFO  ExportHelperExtension.cs: 1402 - Fixing 807
2021-11-06 22:50:13,052 INFO  ExportHelperExtension.cs: 828 - R1: 1, System.__ComObject, 1, System.Double[]
